job_id,protein,ligand,electrostatic_energy,vdw_energy,total_energy_estimate,ligand_sasa,num_polar_atoms,num_nonpolar_atoms,polar_fraction,total_charge,abs_total_charge,max_positive_charge,max_negative_charge,mol_weight,logp,num_hbd,num_hba,tpsa,num_rotatable_bonds,num_aromatic_rings,formal_charge,num_heavy_atoms,fraction_csp3,vina_affinity,smina_affinity,best_affinity,ligand_efficiency,lipophilic_efficiency
EGFR_afatinib,EGFR,afatinib,0.0,246.58965326629522,246.58965326629522,1304.2384733231095,8,26,0.23529411764705882,-0.002000000000000085,5.6880000000000015,0.248,-0.486,718.0910000000005,3.8134999999999994,6,11,237.80999999999997,12,3,0,50,0.21875,-8.57,-8.6,-8.6,-0.172,2.5100294117647053
EGFR_azd3759,EGFR,azd3759,0.0,61.07774239031866,61.07774239031866,1195.5519338795168,8,23,0.25806451612903225,-0.002999999999999989,5.607000000000001,0.415,-0.493,459.90900000000033,4.309200000000003,1,7,79.82,4,3,0,32,0.3181818181818182,-9.24,-9.2,-9.24,-0.28875,2.48491764705882
EGFR_gefitinib,EGFR,gefitinib,0.0,186.02688723704713,186.02688723704713,1159.3230873983193,7,23,0.23333333333333334,-0.0039999999999998925,5.48,0.278,-0.493,446.9100000000004,4.275600000000003,1,7,68.74000000000001,8,3,0,31,0.36363636363636365,-8.54,-8.5,-8.54,-0.2754838709677419,2.003811764705878
EGFR_lapatinib,EGFR,lapatinib,0.0,109.9701308552176,109.9701308552176,1521.6115522102943,9,31,0.225,-0.0010000000000000564,5.606999999999999,0.265,-0.487,581.0690000000002,6.139100000000005,2,8,106.35000000000001,11,5,0,40,0.1724137931034483,-9.21,-9.2,-9.21,-0.23025,0.6329588235294068
EGFR_osimertinib,EGFR,osimertinib,0.0,678.184498829285,678.184498829285,1412.9250127667017,9,30,0.23076923076923078,-0.003000000000000058,5.737,0.278,-0.494,595.7260000000005,4.013800000000002,3,10,141.92,10,4,0,42,0.27586206896551724,-9.02,-9.0,-9.02,-0.21476190476190476,2.6185529411764685
EGFR_sapitinib,EGFR,sapitinib,0.0,1231.2475326220629,1231.2475326220629,1268.0096268419118,8,25,0.24242424242424243,-0.0009999999999999315,5.961,0.278,-0.493,473.9360000000002,3.763700000000002,2,7,88.61000000000001,7,3,0,33,0.34782608695652173,-9.2,-9.2,-9.2,-0.27878787878787875,3.0010058823529384
