Total_GDSC_Cells,Total_DepMap_Cells,Matched_Cells,Match_Rate,Status,Goal_Met,COSMIC_Matches,Exact_Matches,Fuzzy_Matches
969,2132,966,99.7%,PASS,True,946,5,15
